session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,right,left,False,12,12
1,1,3,left,right,False,13,12
1,2,2,right,right,True,13,13
1,2,3,right,right,True,13,13
1,3,2,left,right,False,13,13
1,3,3,right,left,False,14,13
1,4,2,left,left,True,14,14
1,4,3,left,left,True,14,14
1,5,2,left,left,True,14,14
1,5,3,right,left,False,13,14
1,6,2,left,left,True,13,15
1,6,3,right,left,False,13,15
1,7,2,right,right,True,13,16
1,7,3,right,right,True,12,16
1,8,2,left,right,False,12,16
1,8,3,right,right,True,13,16
1,9,2,right,right,True,13,16
1,9,3,right,right,True,13,16
1,10,2,right,right,True,13,15
1,10,3,right,right,True,12,15
1,11,2,right,right,True,12,15
1,11,3,right,right,True,12,15
1,12,2,left,right,False,12,15
1,12,3,right,left,False,13,15
1,13,2,left,right,False,13,16
1,13,3,right,right,True,14,16
1,14,2,left,right,False,14,16
1,14,3,right,right,True,15,16
1,15,2,right,right,True,15,16
1,15,3,right,right,True,15,16
1,16,2,left,right,False,15,15
1,16,3,right,right,True,16,15
1,17,2,left,right,False,16,15
1,17,3,left,left,True,17,15
1,18,2,right,left,False,17,15
1,18,3,left,right,False,18,15
1,19,2,left,left,True,18,16
1,19,3,left,left,True,18,16
1,20,2,right,left,False,18,16
1,20,3,left,left,True,19,16
1,21,2,left,left,True,19,16
1,21,3,left,left,True,19,16
1,22,2,right,left,False,19,15
1,22,3,right,left,False,20,15
1,23,2,left,right,False,20,16
1,23,3,right,left,False,21,16
1,24,2,right,right,True,21,17
1,24,3,right,right,True,21,17
1,25,2,right,right,True,21,17
1,25,3,left,right,False,20,17
2,1,2,left,right,False,20,17
2,1,3,right,right,True,21,17
2,2,2,right,right,True,21,17
2,2,3,left,right,False,21,17
2,3,2,right,left,False,21,18
2,3,3,right,right,True,22,18
2,4,2,right,right,True,22,18
2,4,3,left,right,False,22,18
2,5,2,left,left,True,22,19
2,5,3,right,left,False,21,19
2,6,2,right,right,True,21,20
2,6,3,left,right,False,21,20
2,7,2,right,right,True,21,21
2,7,3,left,right,False,20,21
2,8,2,right,left,False,20,22
2,8,3,right,right,True,21,22
2,9,2,left,right,False,21,22
2,9,3,right,right,True,22,22
2,10,2,left,right,False,22,22
2,10,3,left,left,True,23,22
2,11,2,left,left,True,23,21
2,11,3,left,left,True,23,21
2,12,2,left,left,True,23,21
2,12,3,left,left,True,22,21
2,13,2,left,left,True,22,21
2,13,3,left,left,True,22,21
2,14,2,right,left,False,22,20
2,14,3,left,right,False,23,20
2,15,2,left,left,True,23,21
2,15,3,left,left,True,23,21
2,16,2,right,left,False,23,21
2,16,3,right,right,True,24,21
2,17,2,right,right,True,24,21
2,17,3,left,right,False,24,21
2,18,2,right,left,False,24,22
2,18,3,left,right,False,25,22
2,19,2,left,right,False,25,23
2,19,3,right,right,True,26,23
2,20,2,right,right,True,26,23
2,20,3,left,right,False,26,23
2,21,2,left,left,True,26,24
2,21,3,right,left,False,25,24
2,22,2,right,right,True,25,25
2,22,3,right,right,True,25,25
2,23,2,right,right,True,25,25
2,23,3,left,right,False,24,25
2,24,2,left,left,True,24,26
2,24,3,left,left,True,24,26
2,25,2,left,left,True,24,26
2,25,3,right,left,False,23,26
3,1,2,left,left,True,23,26
3,1,3,left,right,False,23,26
3,2,2,right,left,False,23,27
3,2,3,left,right,False,24,27
3,3,2,left,left,True,24,28
3,3,3,left,left,True,24,28
3,4,2,left,left,True,24,28
3,4,3,right,left,False,23,28
3,5,2,right,right,True,23,29
3,5,3,left,left,True,23,29
3,6,2,left,left,True,23,29
3,6,3,right,left,False,22,29
3,7,2,left,right,False,22,30
3,7,3,left,left,True,23,30
3,8,2,left,left,True,23,30
3,8,3,left,left,True,23,30
3,9,2,right,left,False,23,30
3,9,3,left,right,False,24,30
3,10,2,left,left,True,24,31
3,10,3,left,left,True,24,31
3,11,2,left,left,True,24,31
3,11,3,left,left,True,23,31
3,12,2,left,left,True,23,31
3,12,3,right,left,False,23,31
3,13,2,right,right,True,23,32
3,13,3,left,right,False,22,32
3,14,2,left,left,True,22,33
3,14,3,left,left,True,22,33
3,15,2,left,left,True,22,33
3,15,3,right,left,False,21,33
3,16,2,left,right,False,21,34
3,16,3,right,left,False,22,34
3,17,2,left,left,True,22,35
3,17,3,left,left,True,22,35
3,18,2,left,left,True,22,35
3,18,3,left,right,False,21,35
3,19,2,right,left,False,21,36
3,19,3,left,left,True,22,36
3,20,2,right,left,False,22,36
3,20,3,right,left,False,23,36
3,21,2,left,right,False,23,37
3,21,3,left,left,True,24,37
3,22,2,left,left,True,24,37
3,22,3,left,left,True,24,37
3,23,2,right,left,False,24,37
3,23,3,right,left,False,25,37
3,24,2,right,left,False,25,38
3,24,3,left,right,False,26,38
3,25,2,right,left,False,26,39
3,25,3,left,left,True,27,39
