session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,left,left,True,12,12
1,1,3,left,left,True,12,12
1,2,2,left,left,True,12,12
1,2,3,left,left,True,11,12
1,3,2,right,right,True,11,12
1,3,3,right,right,True,11,12
1,4,2,left,left,True,11,11
1,4,3,left,left,True,10,11
1,5,2,left,left,True,10,11
1,5,3,right,right,True,10,11
1,6,2,right,right,True,10,11
1,6,3,left,left,True,9,11
1,7,2,left,left,True,9,10
1,7,3,right,right,True,9,10
1,8,2,right,right,True,9,10
1,8,3,right,right,True,8,10
1,9,2,right,right,True,8,10
1,9,3,right,right,True,8,10
1,10,2,right,right,True,8,9
1,10,3,left,left,True,7,9
1,11,2,left,left,True,7,9
1,11,3,left,left,True,7,9
1,12,2,right,right,True,7,9
1,12,3,left,left,True,6,9
1,13,2,right,right,True,6,8
1,13,3,right,right,True,6,8
1,14,2,left,left,True,6,8
1,14,3,left,right,False,5,8
1,15,2,left,left,True,5,9
1,15,3,right,right,True,5,9
1,16,2,right,left,False,5,9
1,16,3,right,left,False,6,9
1,17,2,right,right,True,6,10
1,17,3,left,left,True,6,10
1,18,2,left,left,True,6,10
1,18,3,left,right,False,5,10
1,19,2,left,left,True,5,11
1,19,3,right,right,True,5,11
1,20,2,left,left,True,5,11
1,20,3,right,right,True,4,11
1,21,2,left,left,True,4,11
1,21,3,left,left,True,4,11
1,22,2,left,left,True,4,10
1,22,3,right,right,True,3,10
1,23,2,right,right,True,3,10
1,23,3,right,right,True,3,10
1,24,2,left,left,True,3,10
1,24,3,left,left,True,2,10
1,25,2,right,right,True,2,9
1,25,3,left,left,True,2,9
