session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,right,right,True,12,12
1,1,3,right,right,True,12,12
1,2,2,left,right,False,12,12
1,2,3,right,right,True,13,12
1,3,2,right,left,False,13,12
1,3,3,right,right,True,14,12
1,4,2,left,left,True,14,11
1,4,3,left,left,True,14,11
1,5,2,left,left,True,14,11
1,5,3,left,left,True,13,11
1,6,2,right,right,True,13,11
1,6,3,right,right,True,13,11
1,7,2,right,right,True,13,10
1,7,3,left,left,True,12,10
1,8,2,right,right,True,12,10
1,8,3,right,right,True,12,10
1,9,2,left,left,True,12,10
1,9,3,left,left,True,11,10
1,10,2,right,right,True,11,9
1,10,3,left,left,True,11,9
1,11,2,right,right,True,11,9
1,11,3,right,right,True,10,9
1,12,2,left,left,True,10,9
1,12,3,right,right,True,10,9
1,13,2,right,right,True,10,8
1,13,3,left,left,True,9,8
1,14,2,right,right,True,9,8
1,14,3,left,left,True,9,8
1,15,2,right,right,True,9,8
1,15,3,left,left,True,8,8
1,16,2,right,left,False,8,7
1,16,3,left,left,True,9,7
1,17,2,right,right,True,9,7
1,17,3,right,right,True,9,7
1,18,2,right,right,True,9,7
1,18,3,right,right,True,8,7
1,19,2,left,left,True,8,6
1,19,3,left,left,True,8,6
1,20,2,left,left,True,8,6
1,20,3,right,right,True,7,6
1,21,2,right,left,False,7,6
1,21,3,left,right,False,8,6
1,22,2,left,left,True,8,7
1,22,3,left,left,True,8,7
1,23,2,right,left,False,8,7
1,23,3,right,right,True,9,7
1,24,2,right,right,True,9,7
1,24,3,left,left,True,9,7
1,25,2,left,left,True,9,6
1,25,3,right,right,True,8,6
