session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,left,left,True,12,12
1,1,3,right,right,True,12,12
1,2,2,left,right,False,12,12
1,2,3,right,right,True,13,12
1,3,2,right,left,False,13,12
1,3,3,left,right,False,14,12
1,4,2,right,right,True,14,13
1,4,3,right,right,True,14,13
1,5,2,left,right,False,14,13
1,5,3,left,right,False,15,13
1,6,2,right,left,False,15,14
1,6,3,right,right,True,16,14
1,7,2,right,right,True,16,14
1,7,3,left,left,True,16,14
1,8,2,left,left,True,16,14
1,8,3,right,left,False,15,14
1,9,2,left,right,False,15,15
1,9,3,right,left,False,16,15
1,10,2,left,right,False,16,16
1,10,3,right,left,False,17,16
1,11,2,right,right,True,17,17
1,11,3,right,left,False,17,17
1,12,2,right,right,True,17,18
1,12,3,left,left,True,16,18
1,13,2,left,right,False,16,18
1,13,3,left,left,True,17,18
1,14,2,left,left,True,17,18
1,14,3,right,left,False,17,18
1,15,2,left,right,False,17,19
1,15,3,right,left,False,18,19
1,16,2,right,left,False,18,20
1,16,3,left,right,False,19,20
1,17,2,left,left,True,19,21
1,17,3,left,left,True,19,21
1,18,2,right,right,True,19,21
1,18,3,right,right,True,18,21
1,19,2,left,right,False,18,21
1,19,3,left,left,True,19,21
1,20,2,right,right,True,19,20
1,20,3,left,right,False,19,20
1,21,2,left,left,True,19,21
1,21,3,right,right,True,18,21
1,22,2,right,right,True,18,21
1,22,3,left,right,False,18,21
1,23,2,right,right,True,18,22
1,23,3,left,right,False,17,22
1,24,2,right,left,False,17,23
1,24,3,left,right,False,18,23
1,25,2,left,right,False,18,24
1,25,3,right,right,True,19,24
