45, 459, 0, 0, 1, 2, 70, 2, 12.125
45, 459, 0, 1, 1, 7, 70, 7, 4.794
45, 459, 0, 2, 1, 5, 65, 5, 4.042
45, 459, 0, 3, 1, 6, 65, 2, 3.803
45, 459, 0, 4, 1, 8, 70, 8, 3.307
45, 459, 1, 0, 0, 5, 90, 4, 3.22
45, 459, 1, 1, 0, 8, 95, 8, 3.14
45, 459, 1, 2, 0, 8, 95, 8, 2.923
45, 459, 1, 3, 0, 4, 90, 4, 2.786
45, 459, 1, 4, 0, 8, 90, 8, 2.856
45, 459, 2, 0, 1, 6, 55, 8, 3.137
45, 459, 2, 1, 1, 8, 60, 6, 2.625
45, 459, 2, 2, 1, 5, 65, 5, 2.803
45, 459, 2, 3, 1, 2, 65, 2, 2.685
45, 459, 2, 4, 1, 3, 60, 3, 2.744
45, 459, 2, 5, 1, 6, 60, 6, 2.623
45, 459, 2, 6, 1, 2, 55, 2, 2.604
45, 459, 2, 7, 1, 8, 55, 8, 2.553
45, 459, 2, 8, 1, 1, 50, 1, 2.478
45, 459, 2, 9, 1, 4, 50, 1, 2.86
45, 459, 3, 0, 0, 5, 75, 5, 2.479
45, 459, 3, 1, 0, 8, 75, 8, 2.484
45, 459, 3, 2, 0, 1, 70, 1, 2.527
45, 459, 3, 3, 0, 1, 70, 1, 2.236
45, 459, 3, 4, 0, 4, 65, 4, 2.126
45, 459, 3, 5, 0, 6, 65, 6, 2.328
45, 459, 3, 6, 0, 2, 60, 2, 2.63
45, 459, 3, 7, 0, 8, 60, 8, 2.351
45, 459, 3, 8, 0, 1, 55, 1, 2.499
45, 459, 3, 9, 0, 6, 55, 6, 2.203
45, 459, 4, 0, 1, 2, 40, 2, 1.583
45, 459, 4, 1, 1, 5, 40, 2, 2.777
45, 459, 4, 2, 1, 1, 45, 1, 1.821
45, 459, 4, 3, 1, 0, 45, 0, 1.847
45, 459, 4, 4, 1, 0, 40, 0, 1.804
45, 459, 4, 5, 1, 5, 40, 5, 2.751
45, 459, 4, 6, 1, 8, 35, 8, 2.461
45, 459, 4, 7, 1, 3, 35, 3, 1.893
45, 459, 4, 8, 1, 7, 30, 7, 1.875
45, 459, 4, 9, 1, 6, 30, 6, 1.691
45, 459, 4, 10, 1, 4, 25, 4, 2.687
45, 459, 4, 11, 1, 1, 25, 1, 2.037
45, 459, 4, 12, 1, 7, 20, 1, 1.884
45, 459, 4, 13, 1, 1, 25, 3, 2.357
45, 459, 4, 14, 1, 1, 30, 6, 3.685
45, 459, 4, 15, 1, 8, 35, 8, 2.582
45, 459, 4, 16, 1, 8, 35, 8, 1.918
45, 459, 4, 17, 1, 2, 30, 2, 1.945
