54, 429, 0, 0, 1, 2, 70, 2, 2.986
54, 429, 0, 1, 1, 4, 70, 4, 2.774
54, 429, 0, 2, 1, 8, 65, 8, 2.45
54, 429, 0, 3, 1, 6, 65, 6, 2.184
54, 429, 0, 4, 1, 6, 60, 6, 2.167
54, 429, 1, 0, 0, 4, 90, 4, 2.4
54, 429, 1, 1, 0, 4, 90, 4, 2.358
54, 429, 1, 2, 0, 4, 85, 4, 2.285
54, 429, 1, 3, 0, 4, 85, 4, 2.421
54, 429, 1, 4, 0, 6, 80, 6, 2.465
54, 429, 2, 0, 1, 1, 55, 1, 2.188
54, 429, 2, 1, 1, 3, 55, 3, 2.059
54, 429, 2, 2, 1, 5, 50, 3, 4.406
54, 429, 2, 3, 1, 5, 55, 4, 1.889
54, 429, 2, 4, 1, 3, 60, 3, 2.128
54, 429, 2, 5, 1, 5, 60, 5, 2.205
54, 429, 2, 6, 1, 6, 55, 6, 2.391
54, 429, 2, 7, 1, 3, 55, 3, 1.905
54, 429, 2, 8, 1, 2, 50, 2, 1.994
54, 429, 2, 9, 1, 4, 50, 4, 2.222
54, 429, 3, 0, 0, 4, 75, 1, 2.437
54, 429, 3, 1, 0, 5, 80, 5, 2.678
54, 429, 3, 2, 0, 8, 80, 6, 2.625
54, 429, 3, 3, 0, 7, 85, 1, 2.94
54, 429, 3, 4, 0, 3, 90, 2, 3.193
54, 429, 3, 5, 0, 7, 95, 7, 2.476
54, 429, 3, 6, 0, 5, 95, 5, 2.209
54, 429, 3, 7, 0, 3, 90, 3, 2.334
54, 429, 3, 8, 0, 5, 90, 5, 2.332
54, 429, 3, 9, 0, 3, 85, 3, 2.197
54, 429, 4, 0, 1, 5, 40, 5, 2.369
54, 429, 4, 1, 1, 2, 40, 4, 2.482
54, 429, 4, 2, 1, 8, 45, 8, 2.063
54, 429, 4, 3, 1, 2, 45, 2, 1.862
54, 429, 4, 4, 1, 8, 40, 8, 2.246
54, 429, 4, 5, 1, 1, 40, 6, 2.741
54, 429, 4, 6, 1, 0, 45, 0, 2.032
54, 429, 4, 7, 1, 3, 45, 2, 8.667
54, 429, 4, 8, 1, 3, 50, 3, 2.123
54, 429, 4, 9, 1, 3, 50, 3, 1.898
54, 429, 4, 10, 1, 6, 45, 6, 2.214
54, 429, 4, 11, 1, 4, 45, 4, 2.069
54, 429, 4, 12, 1, 5, 40, 5, 1.993
54, 429, 4, 13, 1, 6, 40, 0, 2.083
54, 429, 4, 14, 1, 1, 45, 1, 2.197
54, 429, 4, 15, 1, 1, 45, 4, 2.234
54, 429, 4, 16, 1, 6, 50, 6, 2.132
54, 429, 4, 17, 1, 3, 50, 3, 2.031
54, 429, 4, 18, 1, 4, 45, 1, 2.713
54, 429, 4, 19, 1, 2, 50, 2, 1.951
54, 429, 4, 20, 1, 0, 50, 0, 1.968
54, 429, 4, 21, 1, 7, 45, 7, 2.109
54, 429, 4, 22, 1, 8, 45, 8, 1.986
54, 429, 4, 23, 1, 2, 40, 6, 2.577
54, 429, 4, 24, 1, 8, 45, 8, 2.126
54, 429, 4, 25, 1, 8, 45, 8, 2.065
54, 429, 4, 26, 1, 2, 40, 2, 1.847
54, 429, 4, 27, 1, 8, 40, 8, 2.031
54, 429, 4, 28, 1, 3, 35, 3, 3.894
54, 429, 4, 29, 1, 3, 35, 3, 2.101
54, 429, 5, 0, 0, 8, 60, 8, 2.43
54, 429, 5, 1, 0, 1, 60, 1, 2.044
54, 429, 5, 2, 0, 3, 55, 3, 2.346
54, 429, 5, 3, 0, 0, 55, 0, 1.903
54, 429, 5, 4, 0, 2, 50, 2, 2.021
54, 429, 5, 5, 0, 5, 50, 5, 2.115
54, 429, 5, 6, 0, 7, 45, 7, 2.108
54, 429, 5, 7, 0, 2, 45, 2, 2.558
54, 429, 5, 8, 0, 3, 40, 4, 2.359
54, 429, 5, 9, 0, 5, 45, 2, 3.639
54, 429, 5, 10, 0, 4, 50, 4, 2.723
54, 429, 5, 11, 0, 2, 50, 2, 2.112
54, 429, 5, 12, 0, 0, 45, 0, 2.052
54, 429, 5, 13, 0, 0, 45, 0, 2.139
54, 429, 5, 14, 0, 8, 40, 0, 2.499
54, 429, 5, 15, 0, 2, 45, 2, 1.896
