60, 453, 0, 0, 1, 7, 70, 7, 2.158
60, 453, 0, 1, 1, 1, 70, 1, 1.877
60, 453, 0, 2, 1, 5, 65, 5, 2.186
60, 453, 0, 3, 1, 8, 65, 8, 1.812
60, 453, 0, 4, 1, 7, 60, 7, 1.826
60, 453, 1, 0, 0, 1, 90, 1, 1.927
60, 453, 1, 1, 0, 2, 90, 2, 1.878
60, 453, 1, 2, 0, 8, 85, 8, 1.995
60, 453, 1, 3, 0, 7, 85, 7, 1.873
60, 453, 1, 4, 0, 8, 80, 8, 1.86
60, 453, 2, 0, 1, 4, 55, 4, 1.68
60, 453, 2, 1, 1, 7, 55, 7, 1.673
60, 453, 2, 2, 1, 7, 50, 7, 1.653
60, 453, 2, 3, 1, 1, 50, 1, 1.66
60, 453, 2, 4, 1, 7, 45, 7, 1.61
60, 453, 2, 5, 1, 3, 45, 3, 1.652
60, 453, 2, 6, 1, 4, 40, 4, 1.692
60, 453, 2, 7, 1, 5, 40, 5, 1.788
60, 453, 2, 8, 1, 2, 35, 2, 1.629
60, 453, 2, 9, 1, 6, 35, 6, 1.646
60, 453, 3, 0, 0, 1, 75, 1, 1.615
60, 453, 3, 1, 0, 5, 75, 5, 1.906
60, 453, 3, 2, 0, 3, 70, 3, 1.93
60, 453, 3, 3, 0, 6, 70, 6, 1.675
60, 453, 3, 4, 0, 0, 65, 0, 1.679
60, 453, 3, 5, 0, 0, 65, 0, 1.658
60, 453, 3, 6, 0, 5, 60, 5, 1.692
60, 453, 3, 7, 0, 3, 60, 3, 1.661
60, 453, 3, 8, 0, 2, 55, 2, 1.581
60, 453, 3, 9, 0, 2, 55, 2, 1.664
60, 453, 4, 0, 1, 2, 40, 2, 1.747
60, 453, 4, 1, 1, 1, 40, 1, 1.543
60, 453, 4, 2, 1, 2, 35, 2, 1.508
60, 453, 4, 3, 1, 0, 35, 0, 1.509
60, 453, 4, 4, 1, 4, 30, 4, 1.726
60, 453, 4, 5, 1, 4, 30, 4, 1.637
60, 453, 4, 6, 1, 4, 25, 4, 1.675
60, 453, 4, 7, 1, 8, 25, 8, 1.532
60, 453, 4, 8, 1, 4, 20, 4, 1.732
60, 453, 4, 9, 1, 4, 20, 4, 1.653
60, 453, 4, 10, 1, 3, 15, 0, 1.689
60, 453, 4, 11, 1, 7, 20, 7, 1.439
60, 453, 4, 12, 1, 2, 20, 2, 1.471
